date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:01%20GMT	http://samridhini.com/cdn/shop/t/3/assets/vendor.css?v=78734522753772538311738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/vendorb37f.css	(from https://samridhini.com/)
20:25:01	30864/30864	---MCZ	200	added ('OK')	text/css	date:Sat,%2019%20Apr%202025%2002:04:56%20GMT	https://samridhini.com/cdn/shop/t/3/assets/modules.css?v=163896756263041597361738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/modulesd741.css	(from https://samridhini.com/)
20:25:01	6343/6343	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/vendor.css?v=78734522753772538311738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/vendorb37f.css	(from https://samridhini.com/)
20:25:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:02%20GMT	http://samridhini.com/cdn/shop/t/3/assets/vendor.min.js?v=86086154703178899121738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/vendor.minfa96.js	(from https://samridhini.com/)
20:25:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:02%20GMT	http://samridhini.com/cdn/shop/files/s_1.png?crop=center&height=32&v=1749234587&width=32	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/s_18ec7.png	(from https://samridhini.com/)
20:25:02	112408/112408	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2031%20Jan%202025%2009:59:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/vendor.min.js?v=86086154703178899121738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/vendor.minfa96.js	(from https://samridhini.com/)
20:25:02	2238/2238	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Jun%202025%2018:45:01%20GMT	https://samridhini.com/cdn/shop/files/s_1.png?crop=center&height=32&v=1749234587&width=32	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/s_18ec7.png	(from https://samridhini.com/)
20:25:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:03%20GMT	http://samridhini.com/cdn/shop/t/3/assets/ar-down.svg?v=92728264558441377851738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/ar-down71ac.svg	(from https://samridhini.com/)
20:25:04	494/494	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2031%20Jan%202025%2010:01:44%20GMT	https://samridhini.com/cdn/shop/t/3/assets/ar-down.svg?v=92728264558441377851738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/ar-down71ac.svg	(from https://samridhini.com/)
20:25:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:04%20GMT	http://samridhini.com/cdn/shop/t/3/assets/search.css?v=117949639457187460371738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/search9b6c.css	(from https://samridhini.com/)
20:25:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:04%20GMT	http://samridhini.com/cdn/shop/t/3/assets/cart.css?v=64297444573281373451738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/cart8e70.css	(from https://samridhini.com/)
20:25:04	7076/7076	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/search.css?v=117949639457187460371738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/search9b6c.css	(from https://samridhini.com/)
20:25:04	10402/10402	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/cart.css?v=64297444573281373451738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/cart8e70.css	(from https://samridhini.com/)
20:25:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:04%20GMT	http://samridhini.com/cdn/shop/t/3/assets/custom-style.css?v=18801392147568129481738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/custom-styleeaed.css	(from https://samridhini.com/)
20:25:05	6930/6930	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/custom-style.css?v=18801392147568129481738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/custom-styleeaed.css	(from https://samridhini.com/)
20:25:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:05%20GMT	http://samridhini.com/cdn/shop/t/3/assets/custom.css?v=105997007003712207781738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/custom5709.css	(from https://samridhini.com/)
20:25:05	1/1	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/custom.css?v=105997007003712207781738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/custom5709.css	(from https://samridhini.com/)
20:25:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:05%20GMT	http://samridhini.com/cdn/shop/t/3/assets/product-list.js?v=102537563361158566361738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/product-list2db3.js	(from https://samridhini.com/)
20:25:06	3270/3270	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/product-list.js?v=102537563361158566361738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/product-list2db3.js	(from https://samridhini.com/)
20:25:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:06%20GMT	http://samridhini.com/cdn/shop/t/3/assets/theme-global.js?v=58614875263789506421738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/theme-globalae68.js	(from https://samridhini.com/)
20:25:06	85873/85873	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/theme-global.js?v=58614875263789506421738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/theme-globalae68.js	(from https://samridhini.com/)
20:25:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:06%20GMT	http://samridhini.com/cdn/shop/t/3/assets/animations.js?v=174930867133414800151738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/animationsda98.js	(from https://samridhini.com/)
20:25:07	1640/1640	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/animations.js?v=174930867133414800151738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/animationsda98.js	(from https://samridhini.com/)
20:25:07	4174/4174	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2017%20Jun%202025%2014:55:07%20GMT	https://samridhini.com/checkouts/internal/preloads.js?locale=en-IN	C:/My%20Web%20Sites/botique/samridhini.com/checkouts/internal/preloadsd568.js	(from https://samridhini.com/)
20:25:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:08%20GMT	http://samridhini.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from https://samridhini.com/)
20:25:08	12962/12962	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2016%20May%202025%2009:56:00%20GMT	https://samridhini.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from https://samridhini.com/)
20:25:08	275178/275178	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Jun%202025%2014:43:07%20GMT	https://samridhini.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://samridhini.com/)
20:25:09	209052/209052	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2012%20May%202025%2015:38:28%20GMT	https://cdn.shopify.com/s/files/1/0654/5637/3996/files/delivery_coder_19be707d-b54c-4290-8d25-7ed8bed9ad62.js?v=1747063740&t=2888	C:/My%20Web%20Sites/botique/cdn.shopify.com/s/files/1/0654/5637/3996/files/delivery_coder_19be707d-b54c-4290-8d25-7ed8bed9ad62d42e.js	(from https://samridhini.com/)
20:25:09	29545/29545	---MCZ	200	added ('OK')	text/css	date:Wed,%2014%20May%202025%2005:21:36%20GMT	https://cdn.shopify.com/extensions/66f5d0e8-9495-464c-91a9-3cb236d390f7/c-edd-estimated-delivery-date-24/assets/delivery_coder.css	C:/My%20Web%20Sites/botique/cdn.shopify.com/extensions/66f5d0e8-9495-464c-91a9-3cb236d390f7/c-edd-estimated-delivery-date-24/assets/delivery_coder.css	(from https://samridhini.com/)
20:25:09	3588/3588	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20Jun%202025%2008:44:15%20GMT	https://cdn.shopify.com/extensions/ca001aef-6799-4e4c-bc7d-92ac861e488c/inbox-1238/assets/inbox-chat-loader.js	C:/My%20Web%20Sites/botique/cdn.shopify.com/extensions/ca001aef-6799-4e4c-bc7d-92ac861e488c/inbox-1238/assets/inbox-chat-loader.js	(from https://samridhini.com/)
20:25:09	205583/205583	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20Jun%202025%2016:32:15%20GMT	https://cdn.shopify.com/extensions/51a4cea3-21c2-4b46-b785-5251d82873e8/reelfy-videos-365/assets/reelfy.js	C:/My%20Web%20Sites/botique/cdn.shopify.com/extensions/51a4cea3-21c2-4b46-b785-5251d82873e8/reelfy-videos-365/assets/reelfy.js	(from https://samridhini.com/)
20:25:10	47146/47146	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Jun%202025%2006:48:14%20GMT	https://cdn.shopify.com/extensions/51a4cea3-21c2-4b46-b785-5251d82873e8/reelfy-videos-365/assets/reelfy.css	C:/My%20Web%20Sites/botique/cdn.shopify.com/extensions/51a4cea3-21c2-4b46-b785-5251d82873e8/reelfy-videos-365/assets/reelfy.css	(from https://samridhini.com/)
20:25:11	142642/142642	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:1551fce048d2aa729b767c82c40a0e69%22	https://samridhini.com/POST	C:/My%20Web%20Sites/botique/samridhini.com/POST	(from https://samridhini.com/)
20:25:11	33195/33195	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:1551fce048d2aa729b767c82c40a0e69%22	https://samridhini.com/cdn	C:/My%20Web%20Sites/botique/samridhini.com/cdn	(from https://samridhini.com/)
20:25:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:11%20GMT	http://samridhini.com/cdn/s/trekkie.storefront.319cb6b35d0642d127040b9727c41cbf77f04cee.min.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/s/trekkie.storefront.319cb6b35d0642d127040b9727c41cbf77f04cee.min.2a.delayed	(from https://samridhini.com/)
20:25:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:12%20GMT	http://samridhini.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	(from https://samridhini.com/)
20:25:13	82120/82120	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20Jun%202025%2016:32:04%20GMT	https://samridhini.com/cdn/s/trekkie.storefront.319cb6b35d0642d127040b9727c41cbf77f04cee.min.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/s/trekkie.storefront.319cb6b35d0642d127040b9727c41cbf77f04cee.min.js	(from https://samridhini.com/)
20:25:13	10231/10231	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2018%20May%202025%2010:23:21%20GMT	https://samridhini.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	(from https://samridhini.com/)
20:25:13	38604/38604	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20Jun%202025%2012:01:18%20GMT	https://samridhini.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.6.min.js	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.6.min.js	(from https://samridhini.com/)
20:25:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:13%20GMT	http://samridhini.com/cdn/shop/t/3/assets/announcement-bar.css?v=57931122555141617821738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/announcement-bar3448.css	(from https://samridhini.com/)
20:25:14	1632/1632	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/announcement-bar.css?v=57931122555141617821738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/announcement-bar3448.css	(from https://samridhini.com/)
20:25:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:14%20GMT	http://samridhini.com/cdn/shop/t/3/assets/header.css?v=45835164059606802971738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/header122a.css	(from https://samridhini.com/)
20:25:14	20133/20133	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/header.css?v=45835164059606802971738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/header122a.css	(from https://samridhini.com/)
20:25:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:15%20GMT	http://samridhini.com/cdn/shop/t/3/assets/mega-menu.js?v=130053914920871728341738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/mega-menu0680.js	(from https://samridhini.com/)
20:25:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:15%20GMT	http://samridhini.com/cdn/shop/t/3/assets/header.js?v=41015415163747767811738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/header6b44.js	(from https://samridhini.com/)
20:25:15	7897/7897	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/mega-menu.js?v=130053914920871728341738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/mega-menu0680.js	(from https://samridhini.com/)
20:25:15	1950/1950	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2018%20May%202025%2009:23:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/header.js?v=41015415163747767811738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/header6b44.js	(from https://samridhini.com/)
20:25:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:15%20GMT	http://samridhini.com/cdn/shop/t/3/assets/localization-form.js?v=140427875311100728281738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/localization-form8a2e.js	(from https://samridhini.com/)
20:25:16	399/399	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2024%20Feb%202025%2013:57:45%20GMT	https://samridhini.com/cdn/shop/t/3/assets/localization-form.js?v=140427875311100728281738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/localization-form8a2e.js	(from https://samridhini.com/)
20:25:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:16%20GMT	http://samridhini.com/cdn/shop/t/3/assets/topbar.css?v=67858156019257526241738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/topbaref28.css	(from https://samridhini.com/)
20:25:16	995/995	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:35%20GMT	https://samridhini.com/cdn/shop/t/3/assets/topbar.css?v=67858156019257526241738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/topbaref28.css	(from https://samridhini.com/)
20:25:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:16%20GMT	http://samridhini.com/cdn/shop/files/Samridhini_A_AI_-01.png?v=1729102913	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/Samridhini_A_AI_-014b87.png	(from https://samridhini.com/)
20:25:17	33623/33623	---M--	200	added ('OK')	image/png	date:Tue,%2020%20May%202025%2018:29:36%20GMT	https://samridhini.com/cdn/shop/files/Samridhini_A_AI_-01.png?v=1729102913	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/Samridhini_A_AI_-014b87.png	(from https://samridhini.com/)
20:25:17	144863/144863	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:193a29d5beb90a046df36b6bda0194b3%22	https://samridhini.com/cart	C:/My%20Web%20Sites/botique/samridhini.com/cart.html	(from https://samridhini.com/)
20:25:18	401743/401743	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:71f7eb6c6e85dd4fe521c7b849b5c464%22	https://samridhini.com/collections/all	C:/My%20Web%20Sites/botique/samridhini.com/collections/all.html	(from https://samridhini.com/)
20:25:18	149565/149565	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:28111cc3e3e6a58c26ece2be12531bb4%22	https://samridhini.com/pages/contact	C:/My%20Web%20Sites/botique/samridhini.com/pages/contact.html	(from https://samridhini.com/)
20:25:19	159299/159299	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:4768249387ac7e9bddfd2a4250caef46%22	https://samridhini.com/pages/track-my-order	C:/My%20Web%20Sites/botique/samridhini.com/pages/track-my-order.html	(from https://samridhini.com/)
20:25:19	148306/148306	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:c40fe0822b5f46f5a73d92155c87a28b%22	https://samridhini.com/pages/about-us	C:/My%20Web%20Sites/botique/samridhini.com/pages/about-us.html	(from https://samridhini.com/)
20:25:20	145371/145371	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:597a63254958e0f8d864ef1367ffdbe8%22	https://samridhini.com/account/login	C:/My%20Web%20Sites/botique/samridhini.com/account/login.html	(from https://samridhini.com/)
20:25:20	144525/144525	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:cdfa1da4b178afcfcce7b570b870b20b%22	https://samridhini.com/account/register	C:/My%20Web%20Sites/botique/samridhini.com/account/register.html	(from https://samridhini.com/)
20:25:20	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2017%20Jun%202025%2014:55:20%20GMT	https://samridhini.com/account	C:/My%20Web%20Sites/botique/samridhini.com/account	(from https://samridhini.com/)
20:25:21	145451/145451	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:1612ae1421353a28959a5ff7f4f61f96%22	https://samridhini.com/account/login?return_url=%2Faccount	C:/My%20Web%20Sites/botique/samridhini.com/account/login4236.html	(from https://samridhini.com/)
20:25:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:22%20GMT	http://samridhini.com/cdn/shop/t/3/assets/slideshow.css?v=62652791376176435191738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/slideshow3794.css	(from https://samridhini.com/)
20:25:23	143835/143835	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:65356e48e2de696c375bf850d6a45ab3%22	https://samridhini.com/pages/whishlist	C:/My%20Web%20Sites/botique/samridhini.com/pages/whishlist.html	(from https://samridhini.com/)
20:25:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:23%20GMT	http://samridhini.com/cdn/shop/files/SDF.jpg?v=1746544361&width=3840	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/SDF664d.jpg	(from https://samridhini.com/)
20:25:23	10089/10089	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2009:59:36%20GMT	https://samridhini.com/cdn/shop/t/3/assets/slideshow.css?v=62652791376176435191738317374	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/t/3/assets/slideshow3794.css	(from https://samridhini.com/)
20:25:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:24%20GMT	http://samridhini.com/cdn/shop/files/234.jpg?v=1746539183&width=1100	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/234df8c.jpg	(from https://samridhini.com/)
20:25:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:24%20GMT	http://samridhini.com/cdn/shop/files/khjhg.jpg?v=1731427192&width=3840	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/khjhge7b3.jpg	(from https://samridhini.com/)
20:25:27	328907/328907	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20May%202025%2018:01:37%20GMT	https://samridhini.com/cdn/shop/files/234.jpg?v=1746539183&width=1100	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/234df8c.jpg	(from https://samridhini.com/)
20:25:27	668337/668337	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jun%202025%2008:01:19%20GMT	https://samridhini.com/cdn/shop/files/SDF.jpg?v=1746544361&width=3840	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/SDF664d.jpg	(from https://samridhini.com/)
20:25:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:28%20GMT	http://samridhini.com/cdn/shop/files/launching.jpg?v=1731182077&width=1100	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/launchinge74e.jpg	(from https://samridhini.com/)
20:25:29	646036/646036	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jun%202025%2008:03:22%20GMT	https://samridhini.com/cdn/shop/files/khjhg.jpg?v=1731427192&width=3840	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/khjhge7b3.jpg	(from https://samridhini.com/)
20:25:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Jun%202025%2014:55:29%20GMT	http://samridhini.com/cdn/shop/files/ewd.jpg?v=1731760145&width=3840	C:/My%20Web%20Sites/botique/samridhini.com/cdn/shop/files/ewdcff7.jpg	(from https://samridhini.com/)
